iPhone 5S:123528
Desire S(G12)(S510e)(PG88100/PG88110):2790
SCH-I959:2770
C6602/L36h:2731
A520:2728
Nokia 2730c:2660
E66:2639
A820:2614
Redmi Note/MI 3S/Redmi:2611
ETS3023:2605
iPad mini(A1455):2582
Lumia 520:2570
SM-G3818:2568
112/1120:2565
1682 Classic:2551
M350:2518
MT2-L05(Mate 2):2502
GT-I9082C:2496
7100 Supernova:2486
Honor 3X:2481
GT-I9200(Galaxy Mega):2481
A201:2480
SM-G3502C:2476
GT-S5831I:2444
A320t:2440
802w:2420
SM-G5108Q:2417
6030:2416
vivo X3t:2402
MT7-TL10(Ascend Mate7):2396
5800d-1:2378
M98:2369
A680/A880:2363
G520-0000:2352
SM-G3508I:2351
Che2-UL00:2325
A320:2320
Y511:2314
E261:2304
A60+:2297
Honor 6:2295
Coolpad 8150S:2279
5130 XpressMusic:2276
iPhone 3G:2263
S898t:2245
606w:2243
2320 Classic:2238
GD580:2235
3110 Classic:2219
P6-U06:2198
6160:2193
GT-S3601C:2179
GT-E1200R:2177
GT-I9507V:2163
GT-I9168I:2153
A788t:2152
Coolpad 7295:2137
Vogo S350:2136
U525:2136
C7-00:2135
MA168:2104
Lumia 920:2100
GT-E1220I:2099
Coolpad 7296+/Coolpad 7060/Coolpad 7295M/Coolpad 7295C:2099
1681 Classic:2097
SONY C6902/L39h:2086
iPhone 6 Plus (A1522):2076
GT-I8558:2042
RAZR V3:2039
Sensation XE(G18)(Z715e)(PG58130):2026
D600:2019
A780:2013
A238t:1967
1116:1940
Wildfire S(G13)(A510e)(PG76120):1934
Nokia 7230:1934
MI 3:1928
U708:1922
E72-1:1918
GT-C6712(Star II):1913
C117:1912
R819T:1901
C5-03:1894
6020:1892
MI 2A(CT):1884
MI 2S/MI 3:1883
GT-S7898I:1880
The new iPad:1873
Desire HD(G10)(A9191)(PD98100/PD98150):1869
1680 Classic:1862
Hol-U10:1857
Redmi Note(CU):1854
MI-ONE S:1832
Y220T:1827
LT26i(Xperia S):1822
T8951:1821
vivo Y11:1820
A789:1818
HG-M200+:1812
Coolpad 8198W:1794
S135:1794
R2017:1788
Coolpad 7295A/Coolpad 7296:1779
1110:1779
Coolpad 7270/Coolpad 7231:1778
SGH-CC03:1777
M463U(M1 Note):1774
1107:1773
A278t:1772
G700-U00:1768
G5000:1756
A11t:1755
GT-N7108:1752
SCH-I829:1750
ME525(MB525):1737
D310w(Desire 310):1729
GT-I9508:1721
MI 3C:1721
S890:1711
202/2020:1705
R831T:1705
1112:1692
M1:1681
SM-T211(Galaxy Tab 3):1668
W111:1657
Coolpad 8670:1648
7610:1646
C3-00:1643
A100:1643
SCH-I879:1640
K-Touch W619:1639
R7007:1634
Find5 X909:1631
Y550:1630
108:1627
A590:1627
N8-00:1626
iPad mini(A1490):1626
A390t:1622
R801:1619
K-Touch T619:1616
MT1-U06:1615
C1-01/C1-03:1615
MediaPad X1 7.0:1607
Coolpad 7296:1601
SM-G7508Q:1601
Coolpad 8070:1601
i508:1600
X3S/X3SW:1596
HWCD888(6)GSM1:1589
E303:1583
GN137T:1583
XM50h(Xperia T2 Ultra):1578
C2-05:1573
S188:1573
SM-A7000:1561
S830:1558
GT-S3600C:1553
A708t:1552
C2-03/C2-06:1549
GT-S5570(Galaxy Mini):1541
R823T:1539
vivo Y27:1536
GT-I9158:1533
R830:1530
SGH-B108:1524
GT-S5360(Galaxy Y):1522
MI 2013028:1515
SCH-P709:1514
R8007:1510
G610-T11:1507
vivo S7i(t):1506
SM-G5308W:1506
V891:1496
vivo Y13:1491
Coolpad 8720L:1491
ZTE-U V880:1487
U9508:1486
SM-G9008W:1477
T15:1464
A630t:1461
21KEprofession MC001:1453
FN3210:1451
MA388:1450
2690:1448
P770:1445
GT-S5660(Galaxy Gio):1444
GT-S7572C:1443
A658t:1443
F633:1424
F669:1424
N72/N72-5:1421
Hol-T00:1416
Coolpad 7269:1416
R831S:1415
220:1414
A820t:1409
Lumia 630:1406
vivo Y11i T:1405
GT-I9000(Galaxy S):1404
106:1399
Coolpad 7295A:1395
110/1100:1394
R815T:1389
AOLE 568:1384
H2X:1378
GT-E1220:1378
GN701:1375
G621-TL00:1371
U817:1368
SM-G3556D:1368
A880/S930/S650/S850:1366
S850t:1346
One X(G23)(S720e)(PJ46100):1340
V182:1338
S920:1335
GT-I9308:1334
SCH-I869:1331
X9070/R2010/R830S/R8000/N5110:1319
GT-S5750E:1309
MI 2013122:1307
GT-E1202:1303
GN151:1302
Lumia 1320:1297
GT-N5100(Galaxy Note 8.0):1293
T327t:1293
Lumia 610:1291
GT-S7278U:1290
GT-I9158P:1286
S820:1285
GT-S7278:1281
A398t+:1274
W221:1274
M2:1271
GT-E1080C:1269
vivo Y17T:1268
Wildfire(A3333)(G8)(PC49100):1268
C199:1266
GT-I9505:1265
A670t:1259
A678t:1256
GT-I9260:1254
K-Touch E62:1252
S718:1248
U705T:1248
A360t:1244
A690:1244
A390:1231
A125:1231
Prototype Series:1227
M8Sw:1226
U521:1225
Lumia 1520:1221
U288:1219
GT-I8580:1219
Redmi  3LTE:1219
SM-G3508:1213
Honor 4X:1213
Honor 6 Plus:1209
R813T:1206
E71-1:1206
Nexus 5:1199
OK115:1194
RM-910:1193
X907:1189
A269:1177
1650:1177
BF312:1173
Z5 mini2(NX403A/NX403D):1173
GT-I9128I:1172
GT-S3370:1166
A656:1166
5250:1158
SM-G3819:1158
A109C:1158
HTC Z710e:1158
Ascend P7-L00:1146
SM-G3608:1144
Redmi Note/Redmi 1S:1142
A66:1141
GN9000:1141
chuangya CY2768:1140
T328t:1132
7260:1129
GT-I9250:1128
A366t:1126
Coolpad 8675-HD:1124
U807:1124
B199:1118
GT-S6102E:1117
K-Touch T619+:1114
SM-T111:1110
ZLT2816:1108
SM-G7109:1106
R827T:1106
A60:1103
U8825D:1102
M580:1101
X9070:1099
VEVA A309:1098
Lumia 525:1097
V889D:1096
TW99/TW96/TW509/TW98:1096
SM-G9009D:1095
A760:1095
Redmi 2S:1091
Coolpad 8012:1088
U707T:1087
E268:1083
GT-S6358:1080
i518:1080
A798t:1080
vivo Y15T:1080
E6:1079
SGH-C268:1078
K118:1078
H30-U10:1074
P6S-U06:1073
Coolpad 8085N:1072
T520:1071
EF51:1070
AOLE 189:1070
C2-02:1069
LG-E960:1068
6120c:1066
X2-TO:1062
5310 XpressMusic:1060
6060:1059
A750:1058
R6007:1057
GT-E1088C:1046
GT-I8150(Galaxy W):1043
R8100/1100/8200:1041
iPad 4(A1460):1041
SM-G3586V:1040
A107:1040
LT26ii(Xperia SL):1039
i310:1039
N97 mini:1036
A218t:1029
HM 2T:1028
GT-S7272C:1028
P780:1022
A800:1022
SM-G5306W:1018
Y511-U00:1018
VT312A:1017
Redmi 2W:1013
X3-00:1013
EA138:1009
E71t:1008
GN709T:1007
X1-01:1007
SM-N7506V:1006
vivo Y11iW/vivo Y17W/vivo Y15W:1005
Coolpad 8085:1004
W220:1002
V956:1002
P6-C00:1001
SONY C6802/L39h:999
vivo S7t:996
1661:996
A628t:995
LT29i(Xperia TX):994
SM-G3536V:992
XT390:992
S810t:989
SM-T311:989
A369:986
ZTE-T U236:986
N73-5:984
Vivaz 2:979
vivo X3S W:979
CECT C600:976
305/3050:974
GT-E1228:974
SM-N9008S(Galaxy Note 3):973
WP A3:973
Coolpad 8060:970
7360:969
E1100C:967
IMG1001:963
Coolpad 5951:958
G620:958
Sensation XL(G21)(X315e)(PI39120/PI39200):957
MI 2S/MI 3/Redmi 1s:950
R811:949
Xperia:949
SCH-I779:947
Nokia X:946
EX211:942
GT-S3600I:941
iPad Air:941
GT-C3520:941
K30-T:940
R829T:938
T329t:934
L99:931
5300 XpressMusic:931
D900:930
V818:929
U8:928
U8860:926
GT-S6812I(Galaxy Fame):924
126:921
AD3812:918
P700i:917
D9:917
6700C:914
D1:910
U790:909
Coolpad 7610:908
LT22i(Xperia P):907
Coolpad 7019A:906
SCH-I939D:904
GN700W:904
vivo Y11iW:903
Ascend G510(G510-0010):899
SH9120C:899
SGH-C158:897
A8588:896
AE102:894
GT-I9105P:890
GT-I9128E:888
N788:884
K-Touch C208:882
M3:879
GT-I9128:876
Honor 3C(CM):873
A3800-d:871
HN3-U01:871
AE609:870
Vogo S500:868
T08:868
Coolpad 8971:866
TD100:861
ZTE-T U880:861
vivo Y613:861
E91w:861
SM-G7200:860
C6-00:859
SM-N9008(Galaxy Note 3):859
2626:859
G610+:858
5235:858
6070:857
5310:857
Z5S(NX503A):856
intki H20000:855
T328d:855
Z1108:854
Lumia 1020:853
X6-00:852
S8600:852
SM-G900F:851
chuangya CY1705/chuangya GC1806:849
V185:848
SM-N7506V(GALAXY Note 3 Neo):848
A115K:848
D516t:845
Ascend P6 S-U06:843
GT-S5838(Galaxy Ace):839
A5:837
KF350:835
GT-I9003(Galaxy SL):830
L6:829
GT-N7105:828
D1388:828
GT-P3100:828
Coolpad 8079:827
A738:826
SM-G5309W:824
D700:824
AOLE 609:824
G750-T01(Honor 3x):820
S127:818
A8688:813
C1-00:813
X9007:811
P700:811
V109:811
2330 Classic:811
WX180:810
802t:809
GT-I9168:807
EVO 3D(G17)(X515M)(PG86300):805
GT-I8160(Galaxy Ace 2):805
6303 Classic:803
SGH-C188:802
510:800
Y511-T00:799
XT615:797
Coolpad 9190L:796
NX503J/NX504J/NX505J/NX506J/NX507J:796
A396:794
GT-I5508:793
A380t:790
SM-A3000:789
Coolpad 7620L-W00:789
C2-01:789
Coolpad 5950:789
L006:787
F688:784
N18:784
OK102:782
A207:782
i531:781
SOP-L12/SOP-L28/SOP-P668:780
HS-U980/CMB501/US833C/C1+:778
2680 Slide:777
L530G:777
1110i:777
A350:775
GT-S3778:772
GT-E1190:771
AOLE 607:769
G610-C00:768
Coolpad 8675-FHD:767
GT-C3630C:766
ME525+(Defy+):765
3120:762
BF5600S:761
MI-ONE C1:761
G610-T00:760
G6-U00:759
109/C1-02i:759
2310:757
2630:755
KP500:749
A10:749
chuangya CY1702:749
GT-S8500:748
C5-00:747
GT-S3650C:746
Lumia 820:746
S880i:743
Coolpad 7298/Coolpad 7298A:739
C8813D:739
Coolpad 8190:739
One ST(T528t):737
SM-G3606:735
GT-S5380D:733
A398t:732
X805:732
vivo S7:731
GT-I8258:730
R8207:729
U701:727
TD16:725
Coolpad 7620L/Coolpad 7920/Coolpad 7610/Coolpad 7971:725
G606-T00:725
A180:724
SM-N9109W:724
One S(Z560e)(PJ40100/PJ40200):723
K900:721
Coolpad 8089/Coolpad 8012:720
SGH-C288:719
W175:717
GB101/GB101b:716
Z106:716
S880:715
R7005/1105:715
AOLE V611:714
RAZR2 V8:713
N70/N70-5:713
Y900:712
G525-U00:712
GN100:711
7060:710
A105K:708
5530 XpressMusic:707
S109:707
S588:707
F666:706
vivo S11t:706
Coolpad 7298D:705
BF299:704
Y310-5000:704
5800 XpressMusic:703
GT-S6812C(Galaxy Fame):700
Rhyme(S510b)(G20)(PI46100):699
A830:698
vivo X510w:697
A808:696
Coolpad 7260:696
V268:695
ETS315M:694
vivo X1St:693
SCH-P709E:691
vivo X3F:691
E63-1:691
vivo E1:691
A806:690
ETS3125i:690
A809:690
L7:689
E269:689
208:688
JX1122:686
GS101:686
H30-L02:684
A850/A516/S820:684
S850:683
N800I:683
GN708W:683
S90-t:682
SC100:680
GT-S5628:680
F15:678
SGH-CC01i:678
399:677
C6603(Xperia Z):677
R8107:676
GT-S7566:675
Find5 X909T:671
SM-G900H:671
P6-T00:670
BF288:670
N5117:669
S100:667
GT-E1083C:666
800:663
SGH-CC01:662
V893M/K97:662
WP A1:661
5030 XpressRadio:659
E5-00:659
A500:658
LI777:656
A860e/A385e/A890e:653
D820u:653
Coolpad 8020+:653
A2105:652
vivo X510t:651
SCH-I929:650
N828:647
Coolpad 5892:647
N1T:647
LT15i:645
T39:645
5320 XpressMusic:645
SM-G3568V:644
A936:644
MT15i:643
V183:643
AUX Z8:643
R805:642
U795:638
T703:638
203/2030:638
Coolpad 8297W:637
GT-S5670:637
G2:636
SM-G9006W:636
ZTE-U V880+:636
vivo Y22iL:636
KEBAO KB1288:634
K910/K910L:634
SM-G9250:634
7070 Prism:633
GN800:632
E1750:632
Ascend Y330:630
603e:630
A93:630
T-105/T-106:630
N198:629
Vogo C5:628
Redmi 2T:626
710:625
X2-01:623
A376:623
X2-01/X2-03:618
5110:618
GT-C3050C:617
MX4(M461):616
K-Touch A7718:615
T7:614
Coolpad 8190Q:614
M100-UL10:612
Shine-UL00:612
G660:611
KEBAO KB1227:611
X920e:609
SM-G9008V:608
GS5000:608
vivo Y18L:607
vivo Y3t:607
RM-943:606
vivo Y622/Y613i/Y613:606
GT-S7250D:606
SHV-E250S:605
GT-N8000:605
A599:604
RM-1035:603
Philips X2560:603
A378t:603
GT-S5330:603
MC001S:602
V205:600
MediaPad X1 7.0(7D-501U):599
S950/S720:598
W810c:597
iPhone 2G:597
A560/S820/A316i/A316:596
A3000-H:596
vivo Y13L:594
R817:594
Coolpad 8691/Coolpad 8691-00/Coolpad 8675-A:592
vivo Y20T:592
SH9110C:591
HYF808:589
VEVA A505:588
C8817D:588
E1070C:588
JX1133:586
SM-G9009W:585
GN9005:584
Asha 210:584
6500 Slide:583
Magnolia:582
DV10000:581
ZTE-G S302:580
5060:578
GT-E2558:569
SM-G7108V:569
C09:568
K-Touch A7711:568
802d:567
GT-S7500(Galaxy Ace Plus):565
AE101:565
GT-I9050:565
SCH-I759:565
G610:564
A127:564
Coolpad W706+:564
SH9130C:564
H68:564
A90:563
6700 Slide:563
E3272s-926:563
Y518-T00:563
3100:563
K2:563
C6903(Xperia Z1):562
ST25i(Xperia U):562
E52-1:562
Coolpad 7235:561
X2-00:561
N918St(V5 S):561
A113K:561
WP P3000:561
U73:560
Y320-U01:560
Coolpad 8720:560
LM-691:558
M8:557
U100:555
ST18i(Xperia Ray):555
SM-C101(Galaxy S4 Zoom):554
BF320:553
P80w:553
L908/L915:552
chuangya GC1820:552
F611:551
SH9010C:550
GN128:550
V260:549
AOLE 303/AOLE 860:549
Coolpad 8150:548
GTM900:547
XT531(Domino+)(Fire XT):547
3GW100:547
Ascend P7-L09(Ascend P7):546
K750c:546
SGH-M628:545
G6301:544
T200:544
Ascend MT3:543
vivo Y19t:542
L50u(Xperia Z2):541
C2-00:540
A617:540
ares  X1/X3:539
K860:539
A620:538
SCH-I679:538
A269i/A369:537
GT-I9070( Galaxy S Advance):537
SM-G3508J:537
SM-N9008V(Galaxy Note 3):536
ST26i(Xperia J):534
KP108:532
Z1:532
vivo Y23L:532
E2130s-1:531
K860i:530
E90w:529
Z5S:529
A660:529
vivo Y627:528
L109:528
GT-E1182:528
Che1-CL20:527
5238:527
SGH-J808E:527
EG929/HS-EG966/HS-EG916/EG606/P4501:527
M601/M701/M702:527
C5-05:526
SM-E7000:526
vivo X5S L:526
Y320-T00:525
GT-E1150C:525
K-Touch T60:525
TY806:525
GT-I9268:523
Coolpad 8025:523
GT-S5690:522
i266:522
Coolpad 8731:521
801e:520
EX128:520
LG-A100:520
GT-S5520:519
E80w:519
900:518
L919/L910/L929:517
TC258:516
RM-1011:516
RM-998:516
GT-I9103:514
A115:514
X7:514
Coolpad 8010:512
Honor 4X CT:512
A330:512
SM-G3558:511
V305:511
U8950D:511
V515:510
GT-S7530E:510
XT800:510
A765e:505
1100:504
Coolpad 7019:504
C5302/M35h:503
N588:502
GT-I9128V:501
BF516:500
GT-I9158V:500
GT-I9108:500
R833T:499
C2-06:499
U628:499
6208 Classic:498
UT919:498
JY807:497
A613:497
U705W:497
INSPIRE 4G(PD98120):497
Lumia 930:496
MT25i:496
R809T:495
